@relation final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}

@data
klcc,1250000,4,4,'Serviced Residence',Built-up,1378,'Fully Furnished'
klcc,2300000,1,2,'Serviced Residence',Built-up,1023,'Partly Furnished'
'taman tun dr ismail',1330000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished'
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'mont kiara',1850000,5,4,Condominium,Built-up,1830,'Partly Furnished'
klcc,2400000,2,2,'Serviced Residence',Built-up,1006,'Partly Furnished'
'wangsa maju',1613300,4,5,Condominium,Built-up,2336,'Partly Furnished'
klcc,2440000,1,2,'Serviced Residence',Built-up,1023,'Fully Furnished'
'damansara heights',5000000,4,3,Bungalow,'Land area',7700,'Partly Furnished'
'sri hartamas',7300000,6,6,Bungalow,'Land area',7300,'Partly Furnished'
klcc,3200000,2,2,'Serviced Residence',Built-up,1572,Unknown
'mont kiara',1850000,5,4,Condominium,Built-up,1830,'Partly Furnished'
'kl sentral',783990,1,1,'Serviced Residence',Built-up,650,'Partly Furnished'
'jalan sultan ismail',495000,1,1,'Serviced Residence',Built-up,560,'Fully Furnished'
'taman tun dr ismail',1150000,3,2,Condominium,Built-up,1560,'Partly Furnished'
'bukit jalil',425000,4,2,Condominium,'Land area',1087,'Partly Furnished'
bangsar,10000000,6,7,Condominium,Built-up,6913,'Partly Furnished'
'mont kiara',1800000,4,4,Condominium,Built-up,2243,'Partly Furnished'
bangsar,6670000,5,6,Condominium,Built-up,4771,'Partly Furnished'
'jalan kuching',580000,3,2,Condominium,Built-up,1590,'Partly Furnished'
'mont kiara',618000,1,1,'Serviced Residence','Land area',650,'Fully Furnished'
'mont kiara',1518000,4,3,Condominium,Built-up,2648,'Partly Furnished'
'mont kiara',2220000,5,4,Condominium,Built-up,2973,'Partly Furnished'
klcc,3600000,4,4,'Serviced Residence',Built-up,3897,'Fully Furnished'
'taman tun dr ismail',1150000,3,2,'Terrace/Link House','Land area',1760,'Partly Furnished'
'desa parkcity',2800000,5,4,'Terrace/Link House','Land area',2850,'Partly Furnished'
'taman tun dr ismail',3100000,5,4,'Semi-detached House','Land area',3600,'Partly Furnished'
'taman tun dr ismail',1380000,4,3,'Terrace/Link House','Land area',1725,'Partly Furnished'
'taman tun dr ismail',1450000,3,2,'Terrace/Link House','Land area',1920,'Fully Furnished'
bangsar,4900000,7,4,Bungalow,'Land area',11676,'Partly Furnished'
'taman tun dr ismail',1680000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished'
'damansara heights',1550000,4,3,'Terrace/Link House','Land area',1920,Unfurnished
'mont kiara',1950000,4,4,Condominium,Built-up,2535,'Fully Furnished'
'desa parkcity',3200000,5,4,'Terrace/Link House',Built-up,4300,'Partly Furnished'
klcc,3600000,4,4,'Serviced Residence',Built-up,3897,'Partly Furnished'
'sungai besi',600000,3,2,'Serviced Residence','Land area',1025,'Partly Furnished'
'city centre',4130000,5,5,Condominium,Built-up,3713,'Partly Furnished'
'kl sentral',2300000,4,4,'Serviced Residence',Built-up,1873,Unknown
'kl sentral',5149700,5,5,'Serviced Residence',Built-up,2982,Unknown
'kl sentral',5129000,5,4,'Serviced Residence',Built-up,3143,Unknown
klcc,1780000,3,3,Condominium,Built-up,1232,'Fully Furnished'
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'bukit jalil',597000,4,2,Condominium,Built-up,1550,Unknown
bangsar,6380000,4,5,Condominium,Built-up,4025,'Partly Furnished'
bangsar,6900000,5,6,Condominium,Built-up,4945,'Partly Furnished'
'jalan klang lama (old klang road)',660000,3,2,Condominium,'Land area',992,'Partly Furnished'
klcc,3125000,2,2,'Serviced Residence',Built-up,1421,'Partly Furnished'
klcc,2480000,1,1,'Serviced Residence',Built-up,1023,'Partly Furnished'
'damansara heights',4000000,5,5,'Semi-detached House','Land area',3700,'Partly Furnished'
klcc,1050000,4,4,'Serviced Residence',Built-up,1313,'Partly Furnished'
klcc,1833000,1,1,'Serviced Residence',Built-up,925,'Fully Furnished'
'bandar menjalara',888000,5,3,'Terrace/Link House','Land area',1760,Unfurnished
klcc,2999000,4,3,'Serviced Residence',Built-up,2066,'Fully Furnished'
'bukit jalil',638000,2,1,'Serviced Residence',Built-up,721,'Partly Furnished'
bangsar,6842500,4,5,Condominium,Built-up,4025,'Partly Furnished'
bangsar,8476050,5,5,Condominium,Built-up,5137,'Partly Furnished'
'damansara heights',14000000,7,6,Bungalow,'Land area',9124,'Partly Furnished'
'mont kiara',1415000,4,4,Condominium,Built-up,1496,'Partly Furnished'
'damansara heights',12800000,6,5,Bungalow,'Land area',14380,'Partly Furnished'
'bukit tunku (kenny hills)',6900000,6,5,Bungalow,'Land area',12000,'Partly Furnished'
klcc,1380000,4,4,'Serviced Residence',Built-up,1701,'Fully Furnished'
klcc,2800000,2,2,'Serviced Residence',Built-up,1103,'Fully Furnished'
bangsar,8280000,5,6,Condominium,Built-up,5137,'Partly Furnished'
'taman desa',3690000,5,5,'Semi-detached House','Land area',3658,Unfurnished
'sri petaling',950000,5,3,'Terrace/Link House','Land area',1650,'Partly Furnished'
'bukit jalil',4000000,7,7,Bungalow,'Land area',5337,'Partly Furnished'
bangsar,9960000,6,7,Condominium,Built-up,6913,'Partly Furnished'
bangsar,6660000,4,5,Condominium,Built-up,4771,'Partly Furnished'
bangsar,6300000,4,5,Condominium,Built-up,4025,'Partly Furnished'
'taman desa',628000,3,2,Condominium,Built-up,1150,'Partly Furnished'
'taman desa',628000,3,2,Condominium,Built-up,1150,'Partly Furnished'
'mont kiara',1590000,4,4,Condominium,Built-up,1878,'Partly Furnished'
klcc,3330000,3,3,'Serviced Residence',Built-up,2789,'Fully Furnished'
setapak,428000,4,2,'Serviced Residence',Built-up,918,'Partly Furnished'
'sungai besi',2250000,6,5,'Terrace/Link House','Land area',2440,'Partly Furnished'
'taman tun dr ismail',4800000,6,4,Bungalow,'Land area',8300,'Partly Furnished'
'taman tun dr ismail',1890000,5,2,'Terrace/Link House','Land area',1900,'Partly Furnished'
'desa parkcity',815000,2,2,Condominium,Built-up,1085,'Fully Furnished'
bangsar,7500000,4,5,Condominium,Built-up,4025,'Partly Furnished'
klcc,1450000,2,2,Condominium,Built-up,867,'Fully Furnished'
'desa parkcity',2950000,4,5,'Terrace/Link House',Built-up,3082,Unfurnished
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished'
'bangsar south',640000,2,2,'Serviced Residence',Built-up,823,Unknown
'bangsar south',840000,3,2,'Serviced Residence',Built-up,1119,Unknown
'mont kiara',2600000,5,5,Condominium,Built-up,3478,'Partly Furnished'
'taman tun dr ismail',1550000,3,3,'Serviced Residence',Built-up,1444,Unknown
'taman tun dr ismail',2750000,4,4,'Serviced Residence',Built-up,2426,'Partly Furnished'
seputeh,5500000,6,6,Bungalow,'Land area',5446,'Fully Furnished'
setapak,428000,4,2,'Serviced Residence',Built-up,918,Unfurnished
'bukit tunku (kenny hills)',14800000,8,9,Bungalow,'Land area',12000,'Partly Furnished'
'taman tun dr ismail',1800000,4,3,'Terrace/Link House','Land area',2090,'Partly Furnished'
sentul,770000,3,3,Condominium,Built-up,1186,'Partly Furnished'
'taman tun dr ismail',1650000,4,3,'Terrace/Link House','Land area',1900,Unknown
'damansara heights',3600000,7,7,Bungalow,'Land area',5000,Unfurnished
'damansara heights',6500000,6,6,Bungalow,'Land area',8500,Unknown
klcc,870000,3,3,'Serviced Residence',Built-up,1055,'Fully Furnished'
klcc,1200000,2,2,Condominium,Built-up,976,'Partly Furnished'
bangsar,7600000,6,6,Bungalow,'Land area',7750,'Fully Furnished'
segambut,720000,4,3,Condominium,Built-up,1577,'Fully Furnished'
'bukit jalil',1150000,6,3,Condominium,Built-up,1772,'Partly Furnished'
'bukit jalil',928000,4,3,Condominium,Built-up,1513,'Partly Furnished'
kepong,1680000,6,4,'Terrace/Link House','Land area',4080,'Fully Furnished'
klcc,1350000,2,2,'Serviced Residence',Built-up,900,'Fully Furnished'
'jalan klang lama (old klang road)',360000,3,2,Condominium,Built-up,1088,'Partly Furnished'
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished'
klcc,830000,1,1,'Serviced Residence',Built-up,473,'Fully Furnished'
cheras,868000,5,4,'Terrace/Link House','Land area',1725,'Partly Furnished'
'mont kiara',1865000,4,5,Condominium,Built-up,2535,'Partly Furnished'
klcc,1308000,2,1,Condominium,Built-up,753,'Fully Furnished'
klcc,1760000,3,2,Condominium,Built-up,1159,'Fully Furnished'
'sungai besi',568000,2,2,Condominium,Built-up,904,'Partly Furnished'
klcc,1020000,3,2,'Serviced Residence',Built-up,813,'Fully Furnished'
klcc,2400000,2,2,'Serviced Residence',Built-up,1103,'Fully Furnished'
klcc,1099000,3,2,'Serviced Residence',Built-up,833,'Fully Furnished'
'desa parkcity',1850000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished'
klcc,1550000,2,2,'Serviced Residence','Land area',910,'Fully Furnished'
'mont kiara',1420000,4,4,Condominium,Built-up,1496,'Fully Furnished'
'taman tun dr ismail',1280000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished'
'mont kiara',2150000,4,4,Condominium,Built-up,2707,'Partly Furnished'
'taman tun dr ismail',1060000,3,2,'Terrace/Link House','Land area',1920,Unfurnished
'mont kiara',2550000,5,5,Condominium,Built-up,2973,'Partly Furnished'
'mont kiara',1850000,3,3,'Serviced Residence',Built-up,1573,Unknown
'bukit jalil',980000,5,3,Condominium,Built-up,1513,'Fully Furnished'
'damansara heights',2650000,4,5,'Serviced Residence',Built-up,2077,'Partly Furnished'
klcc,3364000,3,2,'Serviced Residence',Built-up,1399,'Fully Furnished'
klcc,1420000,3,2,Condominium,Built-up,976,'Partly Furnished'
klcc,2889000,1,2,'Serviced Residence',Built-up,1163,'Fully Furnished'
klcc,1450000,1,1,'Serviced Residence',Built-up,1050,'Fully Furnished'
'ampang hilir',6220000,5,6,Condominium,Built-up,4327,'Fully Furnished'
'city centre',1080000,2,2,Condominium,Built-up,1411,'Partly Furnished'
'city centre',916000,1,1,Condominium,Built-up,1119,'Fully Furnished'
'mont kiara',2500000,6,4,'Semi-detached House',Built-up,3833,'Partly Furnished'
'sungai besi',2200000,5,5,'Semi-detached House','Land area',3282,'Partly Furnished'
ampang,3600000,5,4,Bungalow,'Land area',9670,Unfurnished
'taman tun dr ismail',5000000,8,5,Bungalow,'Land area',6000,'Fully Furnished'
'taman tun dr ismail',2780000,4,3,'Semi-detached House','Land area',3600,'Partly Furnished'
'bangsar south',530000,1,1,'Serviced Residence',Built-up,638,'Fully Furnished'
cheras,600000,4,3,'Terrace/Link House','Land area',1650,Unfurnished
'sungai besi',1000000,5,4,'Terrace/Link House','Land area',1600,'Partly Furnished'
'kl sentral',2434900,4,4,'Serviced Residence','Land area',1873,Unfurnished
'damansara heights',1600000,2,2,'Serviced Residence',Built-up,1152,'Partly Furnished'
'taman melawati',2000000,6,6,'Semi-detached House','Land area',3200,'Partly Furnished'
cheras,535000,1,1,'Serviced Residence',Built-up,762,'Partly Furnished'
klcc,6400000,4,4,Condominium,Built-up,2013,Unknown
'sungai besi',1300000,5,6,'Terrace/Link House','Land area',1920,'Partly Furnished'
'sungai besi',1030000,5,4,'Terrace/Link House','Land area',1500,'Partly Furnished'
klcc,1200000,3,3,'Serviced Residence',Built-up,1335,'Fully Furnished'
'kl sentral',2550000,4,5,'Serviced Residence',Built-up,1830,'Partly Furnished'
ampang,2590000,6,6,Bungalow,'Land area',4640,'Partly Furnished'
ampang,1480000,4,4,Condominium,Built-up,1876,'Fully Furnished'
'sungai besi',1348000,5,6,'Terrace/Link House',Built-up,3216,Unfurnished
setapak,428000,4,2,'Serviced Residence',Built-up,918,'Partly Furnished'
'mont kiara',618000,1,1,'Serviced Residence',Built-up,462,'Fully Furnished'
'mont kiara',1590000,4,3,Condominium,Built-up,2201,'Partly Furnished'
klcc,900000,3,2,'Serviced Residence',Built-up,811,'Fully Furnished'
'mont kiara',1700000,4,4,Condominium,Built-up,1496,'Fully Furnished'
setapak,360000,1,1,'Serviced Residence',Built-up,618,'Partly Furnished'
'mont kiara',1950000,5,4,Condominium,Built-up,1830,'Partly Furnished'
klcc,2300000,1,1,'Serviced Residence',Built-up,1023,'Partly Furnished'
klcc,1250000,3,3,'Serviced Residence',Built-up,1335,'Fully Furnished'
klcc,3166000,2,2,'Serviced Residence',Built-up,1423,'Fully Furnished'
'jalan klang lama (old klang road)',370000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
'sunway spk',1600000,6,5,'Terrace/Link House','Land area',1650,'Partly Furnished'
klcc,1000000,1,1,Condominium,Built-up,751,'Fully Furnished'
bangsar,6700000,5,6,Condominium,Built-up,4771,Unknown
bangsar,6600000,4,5,Condominium,Built-up,4025,Unknown
bangsar,7400000,5,5,Condominium,Built-up,5137,'Partly Furnished'
bangsar,6600000,5,6,Condominium,Built-up,4945,'Partly Furnished'
'damansara heights',12800000,7,9,Bungalow,'Land area',8000,'Fully Furnished'
'damansara heights',4500000,6,7,Bungalow,'Land area',2970,'Partly Furnished'
bangsar,6800000,7,6,Bungalow,'Land area',7416,'Partly Furnished'
'kl eco city',1288972,2,2,Condominium,Built-up,1076,'Fully Furnished'
'kl sentral',3700000,3,3,'Serviced Residence',Built-up,1738,'Partly Furnished'
klcc,8400000,3,3,Condominium,Built-up,2454,Unknown
cheras,410000,2,2,Condominium,Built-up,885,'Partly Furnished'
'taman tun dr ismail',1600000,4,3,'Terrace/Link House','Land area',1725,'Partly Furnished'
klcc,3360000,2,2,'Serviced Residence',Built-up,1421,'Partly Furnished'
'damansara heights',1770000,2,2,'Serviced Residence',Built-up,1152,'Fully Furnished'
'desa parkcity',1849000,4,4,'Terrace/Link House','Land area',1500,'Partly Furnished'
'mont kiara',1860000,4,4,Condominium,Built-up,2070,'Partly Furnished'
klcc,1450000,2,2,'Serviced Residence',Built-up,1050,'Fully Furnished'
'bukit jalil',1060000,5,4,Condominium,Built-up,1772,'Partly Furnished'
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'jalan klang lama (old klang road)',1080000,4,4,Condominium,Built-up,1875,'Partly Furnished'
pantai,570000,3,2,Condominium,'Land area',1200,'Partly Furnished'
'mont kiara',1880000,4,3,Condominium,Built-up,2243,'Partly Furnished'
'mont kiara',1685000,4,3,Condominium,Built-up,2038,'Partly Furnished'
'bukit jalil',550000,3,2,Condominium,Built-up,1073,'Partly Furnished'
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished'
kepong,490000,5,3,'Terrace/Link House','Land area',1300,'Partly Furnished'
kepong,1250000,5,5,'Terrace/Link House','Land area',1870,'Partly Furnished'
'desa parkcity',2790000,4,4,'Terrace/Link House',Built-up,3000,'Partly Furnished'
klcc,2500000,1,2,'Serviced Residence',Built-up,1023,'Partly Furnished'
'desa parkcity',2200000,6,5,'Terrace/Link House','Land area',2200,Unknown
klcc,780000,1,1,'Serviced Residence',Built-up,497,'Fully Furnished'
cheras,998000,6,5,'Terrace/Link House',Built-up,4186,'Partly Furnished'
'bukit bintang',2044800,2,2,'Serviced Residence',Built-up,912,'Fully Furnished'
'bukit jalil',1250000,4,4,Condominium,Built-up,1700,'Fully Furnished'
klcc,4950000,4,4,'Serviced Residence',Built-up,3300,'Fully Furnished'
'mont kiara',1420000,4,4,Condominium,Built-up,1496,'Partly Furnished'
'jalan klang lama (old klang road)',928000,4,2,Condominium,Built-up,1523,Unfurnished
'bukit jalil',565000,3,2,Condominium,Built-up,1100,'Partly Furnished'
'jalan klang lama (old klang road)',1550000,4,4,Condominium,Built-up,2638,'Partly Furnished'
'taman tun dr ismail',1800000,4,3,'Terrace/Link House','Land area',1875,'Partly Furnished'
'damansara heights',3200000,5,5,'Semi-detached House','Land area',3670,'Partly Furnished'
'jalan klang lama (old klang road)',670000,3,2,'Serviced Residence',Built-up,907,'Fully Furnished'
klcc,1000000,1,1,Condominium,Built-up,657,'Partly Furnished'
'city centre',5999000,4,4,Condominium,Built-up,3289,'Fully Furnished'
'jalan klang lama (old klang road)',1350000,5,4,Condominium,Built-up,2128,Unknown
'mont kiara',2230000,5,5,Condominium,Built-up,2973,'Partly Furnished'
'city centre',830000,2,2,Condominium,Built-up,1072,'Fully Furnished'
'city centre',1100000,4,4,Condominium,Built-up,2111,'Partly Furnished'
'damansara heights',8300000,6,6,Bungalow,'Land area',6103,'Partly Furnished'
'sri hartamas',3450000,5,5,Bungalow,'Land area',5200,'Partly Furnished'
'mont kiara',1000000,2,2,'Serviced Residence',Built-up,1000,'Partly Furnished'
klcc,2300000,1,2,'Serviced Residence',Built-up,1023,'Partly Furnished'
klcc,3600000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished'
'mont kiara',2300000,5,4,Condominium,Built-up,2702,Unknown
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished'
klcc,4756000,2,2,Condominium,Built-up,1399,'Partly Furnished'
'mont kiara',1780000,3,3,'Serviced Residence',Built-up,1523,'Partly Furnished'
klcc,1350000,2,2,'Serviced Residence',Built-up,900,'Fully Furnished'
klcc,2270000,2,2,'Serviced Residence',Built-up,1076,'Partly Furnished'
sentul,375000,2,2,'Serviced Residence',Built-up,743,Unfurnished
'bangsar south',380000,2,1,Apartment,Built-up,452,'Partly Furnished'
klcc,970000,1,1,'Serviced Residence',Built-up,603,'Fully Furnished'
'bukit jalil',900000,4,3,Condominium,Built-up,1513,'Partly Furnished'
'bukit jalil',1060000,5,4,Condominium,Built-up,1772,'Partly Furnished'
klcc,4250000,5,6,'Serviced Residence',Built-up,3300,'Fully Furnished'
klcc,2200000,4,3,'Serviced Residence',Built-up,1888,'Partly Furnished'
'desa parkcity',2300000,5,5,Condominium,Built-up,2454,'Partly Furnished'
setapak,520000,4,2,Condominium,Built-up,1450,'Partly Furnished'
'kl city',1420000,4,3,'Serviced Residence',Built-up,1582,'Fully Furnished'
'kl sentral',1065140,3,3,'Serviced Residence',Built-up,1025,'Partly Furnished'
klcc,1299000,2,2,'Serviced Residence',Built-up,900,'Fully Furnished'
bangsar,7600000,5,5,Condominium,Built-up,4771,Unfurnished
klcc,1238000,2,2,Condominium,Built-up,736,'Partly Furnished'
'mont kiara',2390000,5,4,Condominium,Built-up,3043,Unfurnished
'bukit jalil',850000,3,2,Condominium,Built-up,1335,'Fully Furnished'
'mont kiara',14500000,7,8,Bungalow,'Land area',8600,'Fully Furnished'
'kl sentral',4718680,5,5,'Serviced Residence',Built-up,3143,'Partly Furnished'
'kl sentral',2050000,6,5,Condominium,Built-up,3004,'Fully Furnished'
bangsar,14800000,12,8,Bungalow,'Land area',6507,'Partly Furnished'
'mont kiara',9900000,7,8,Bungalow,'Land area',8700,'Partly Furnished'
bangsar,5000000,6,6,'Semi-detached House','Land area',4800,'Partly Furnished'
'mont kiara',1850000,4,3,Condominium,Built-up,2020,'Fully Furnished'
klcc,3360000,2,2,'Serviced Residence',Built-up,1572,'Partly Furnished'
klcc,1000000,3,2,'Serviced Residence',Built-up,811,'Fully Furnished'
'taman desa',3700000,5,5,'Semi-detached House','Land area',3040,'Partly Furnished'
'taman desa',4200000,5,5,Bungalow,'Land area',1615,Unfurnished
'taman desa',2688888,6,5,Condominium,Built-up,4069,'Partly Furnished'
bangsar,8200000,5,6,Condominium,Built-up,4945,'Partly Furnished'
'mont kiara',6300000,5,5,Condominium,Built-up,8000,'Partly Furnished'
'taman desa',5500000,6,7,Bungalow,'Land area',7100,Unfurnished
'jalan klang lama (old klang road)',550000,1,2,'Serviced Residence',Built-up,775,'Fully Furnished'
'taman desa',3688000,5,5,'Terrace/Link House','Land area',1367,'Partly Furnished'
'taman desa',2680000,4,5,'Terrace/Link House','Land area',2080,'Partly Furnished'
klcc,1000000,3,2,'Serviced Residence',Built-up,849,'Fully Furnished'
'city centre',1730000,3,3,'Serviced Residence',Built-up,1442,'Fully Furnished'
'bukit tunku (kenny hills)',5500000,5,6,Condominium,Built-up,6900,'Partly Furnished'
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'bukit jalil',1060000,5,4,Condominium,Built-up,1772,'Partly Furnished'
'sungai besi',630000,3,2,'Serviced Residence',Built-up,1025,'Partly Furnished'
'bukit jalil',900000,3,2,'Serviced Residence',Built-up,1170,'Partly Furnished'
'sungai besi',800000,3,3,'Serviced Residence',Built-up,1430,'Partly Furnished'
bangsar,9000000,5,6,Bungalow,'Land area',8000,'Partly Furnished'
'damansara heights',9600000,8,9,Bungalow,'Land area',7600,'Partly Furnished'
'kl city',978458,1,1,'Serviced Residence',Built-up,562,'Partly Furnished'
'bukit jalil',1750000,5,5,Condominium,Built-up,2700,'Partly Furnished'
'mont kiara',1300000,3,2,Condominium,Built-up,1200,'Partly Furnished'
'wangsa maju',1613300,4,4,Condominium,Built-up,2336,'Partly Furnished'
'wangsa maju',500000,3,2,'Terrace/Link House','Land area',880,'Partly Furnished'
'kl eco city',1200000,2,2,Condominium,Built-up,969,'Partly Furnished'
'mont kiara',2285000,6,6,Condominium,Built-up,2874,'Partly Furnished'
'desa parkcity',4200000,5,6,'Terrace/Link House','Land area',2170,'Partly Furnished'
'desa parkcity',5000000,8,9,'Terrace/Link House','Land area',2805,'Partly Furnished'
cheras,363000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
'jalan klang lama (old klang road)',1430000,4,4,Condominium,Built-up,2638,'Partly Furnished'
segambut,1147000,6,5,Condominium,Built-up,2500,'Partly Furnished'
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished'
'mont kiara',645000,1,1,'Serviced Residence','Land area',462,'Fully Furnished'
'desa parkcity',3560000,4,5,'Terrace/Link House','Land area',3690,'Partly Furnished'
klcc,1780000,1,1,'Serviced Residence',Built-up,728,'Fully Furnished'
klcc,1900000,3,2,Condominium,Built-up,915,'Partly Furnished'
'desa parkcity',2290000,5,3,'Terrace/Link House',Built-up,2200,'Partly Furnished'
'desa parkcity',1930000,4,4,'Terrace/Link House','Land area',1500,'Partly Furnished'
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished'
klcc,1450000,2,2,'Serviced Residence',Built-up,1050,'Fully Furnished'
'desa parkcity',2800000,5,4,'Terrace/Link House','Land area',2850,'Partly Furnished'
